시장명,별점,리뷰
수원시 못골종합시장,3.4,"['못골의 이름은 연못이 있는 마을이라는 뜻으로 행정구역 명칭인 ""지동""에서 유래된 것으로 보이며 수원화성의 4개 저수지중...더보기', '아무리. 반찬을 사가지고 가지만\n손님이 사는. 음식을 던지고 같...더보기', '반찬 너무 맛있어요', '시장 사람도많고 좋아요~~~', '입구 수산시장 사장님 친절하고 상품도 싸긴 한데 싼만큼 신선도가 아쉽네요 누릉지도 쏘쏘', '울금호떡 존맛탱구리', '비추합니다.', '재미있는 곳이다. \n이것저것 주점부리도 사고 놀러가기 좋은 곳. \n예상보다 주차도 편...더보기', '시장입구에 생선을  많이 파는 곳입니다. 가격도 저렴하고 상품도 좋아요', '다양한먹거리가 잇어좋아요 순대국맛잇습니다', '저렴해서 가지만 현금 없으면 10%난 바가지 씁니다.', '여기 중간쯤 코너에 있는 반찬가게있는데\n엄청 불친절 합니다~\n아줌마 3명정도 있는데 3명다 불친절 그잡채..\n반찬...더보기', '상품 많아서 좋은데 무슨 재래시장이 카드 안 받는다고 현금 달라고 하는건  처음봄~\n\n화교 매장에...더보기', '시장이 활기가 넘치네요 너무 일찍 닫는게 아쉽']"
수원시 남문패션1번가시장,,[]
수원시 팔달문시장,3.8,"['수원 화성의 역사와 함께 시작된 팔달문 시장은 수원을 상업과 경제의 중심지로 성장시키고자 했던 정조의 뜻에 따라 팔달문을 중심으로 지금까지도 성업 중인 전통 재래시장이다. 매향교...더보기', '굿입니다', '다이소 맞은편에 있는 과일가게서 배를 구입했는데 속아서 샀음\n상인은 햇배이며 달다고 했는데 저장배였고 아무맛도 없이 물만 많음\n...더보기', '퇴근길이나 근무하다 휴게시간중 간혹 이용하는 재래시장으로 저렴하게 구입 가능한 장소 입니다', '아마도 경기도 내에서는 가장 큰시장이 아닐까 생각됩니다', '명절 분위기 난다~', '수원시에서 상인들에게 임대료 보조금 받은게 그리 좋은가부지?\n\n왜 실내 지...더보기', '아직도 카드 안되는 곳 많음\n심지어 카드내미니 여기가 마트냐고 핀잔주는 곳도 있음']"
시흥시 도일시장,4,['재래시장은 늘 좋아요']
시흥시 시흥삼미시장,,[]
시흥시 정왕시장,4.3,"['주차 최악', '정왕시장 영업시간전날얘기해주세여.', '조아']"
시흥시 오이도전통수산시장,2.9,"['목포항 수산 아저씨 친절하고 맛있어요!!', '회는 정찰제  \n광어 키로당 35000원,  \n 동일지역  10분거리  횟집만가도 키로당 25000원 받는...더보기', '방어 존맛턍', '비추: <호남곰소젓갈>\n쥐포 사려다 결국에 여기서 안사고 옆 가게에서 샀는데 나가는 길에 타이밍 좋...더보기', '대방어 6만원인가 7마넌 주고 올라왔는데 얼마나 포를 얇게 썰었는지 맛도 별로고 고기 질도 별로고 기름기도 적은거 같은데 대방어 아닌거 같음 회 써는거 보고 올라가셈', '가게 이름까지 오픈하고 싶지만.. 우럭 광어 외 10만원 이상 회포장했는데 가서 먹을려고 보니 반쪽만 있고 회를 얇게 떠서 넓게 펴놔서 포장상태에선 몰랐는데 회포장 10만원 넘게 한...더보기', '호객이 심하다', '새우는 1kg 소금구이 양념집가서 나름 괜찬게 먹었음\n주변 가게 시세보다 1,2만원정도 저렴\n전어는 만원어치 4-5마리 들어간다 했는데 한마리 양도 안...더보기', '전라도횟집 사장님 친절하심', '매우 무난한 수산시장, 대하가 괜찮다', '주차 관리 할아버지 매우 불친절에 무서울 정도로 불량한 태도..\n주차때문에 다신 가고 싶지 않을 정도입니다', 'B동입구바로 앞에 해성수산,\n손님이랑 싸우는곳입니다.\n젊은사람이라 뭘 모르는것처럼 보였나보죠 ~', '소래포구보다 싯가 자체는 높게 형성된 느낌이지만 흥정하면 얼마든지 싸게 먹을 수 있습니다 ~', '처음 가봤고 재방문 할 생각이 없음.\n\n맛 -- 4/10\n서빙 -- 0/10\n개끗함 -- 5/10\n\n너무 너무 불친절한 사람들 있...더보기', '소래포구 가서 바가지 요금 지불하다\n여기 오이도 전통 수산시장오면\n아 가격이 착하네 하고 느낄꺼임']"
시흥시 시화공구상가,2.8,['공구상가라 본인이 잘 찾아봐야 함']
안산시 안산시시민시장,5,[]
안산시 스타프라자전통시장,,[]
안산시 신안코아전통시장,,[]
안산시 신안프라자전통시장,,[]
안산시 월드프라자,,[]
안산시 안산패션타운전통시장,,[]
안산시 안산 다농마트 전통시장,,[]
안성시 안성맞춤시장,4.3,"['여긴 정말 시장인데 시장같지가 않네요\n장날 2,7일날도 특별하지도 않고 먹거리가 너무 없네요\n다른 시장들은 장날에는 볼거리도 많고 먹거리도...더보기']"
안성시 일죽시장,3,[]
안성시 죽산시장,3,[]
안양시 안양관양시장,4.5,"['주차가 불편한거 빼고는 동네 시장 좋아요', '정감있는 전통시장', '관양동 시장~♡', '호빵 쩌주세용', '장보고 순대국 넘나 맛난그 ~ \n반찬도 셀프 밥도 셀프 양껏 먹을수 있어요', '관양시장 음식 맛나고 싸고. 온누리 상품권 쓸수 있고 좋아요', '우울할땐 재래시장에서 사람냄세 맏으며 장보는게\n치료약 입니다.\n떡볶이도 튀김도 먹으며 말이죠~', '다양한 식재료덕에 식사준비 신나요~', '큰 규모의 시장은 아니지만, 시장 귀한 인근에서 만날 수 있는 깔끔한 시장', '좋아요']"
안양시 안양호계종합시장,2.9,"['기본이 안되어 있다', '주차장확보가 꼭 필요해요', '몇몇 품목 빼고는 살만한 것도 먹을만한 것도 딱히 없는 이름만 시장인 유령 시장.\n주변에 아파트 잔뜩 들어와도 별반 달라질거 같진 않네요.', '호계시장. 주변 재개발로 많은 사람들이 이사가서 활성화가 안된곳.\n사먹을게 정말 없다!! 그리고 재정비가 필요해보임.\n여기가면 반찬가게, ...더보기', '재난지원금 나온김에 근처 재래시장서 사용하려했더니 그새 가격을 다 올려버렸네요. 떡이며 반찬이며 불과 며칠사이에 가격을 올렸군요. 뉴스에서나 보는일이라 생각했는데 막상 격어보니 기분상...더보기']"
안양시 안양남부시장,4.3,['탈세가 심하다']
안양시 박달시장,4.6,"['숨은 맛집들이 많아서 좋아요!', '먹거리는 아침 시간에, 과채류 구입은 오후 3-4시경에 가면 좋아요', '나름쌈 ,중앙시장보다저렴', '박달시장에 와보아요~\n전국 재래시장 둘러보는게 취미인 많큼 재래시장을 좋아합니다. 박달시장은 안양중앙시장에 ...더보기', '이곳은 한 줄로 길~게 늘어선 형태의 재래시장\n주로 칼국수 먹으러 방문합니다', '어죽탕이맛있고 주인도인심좋았습니다', '품종이 만고 좋아요', '중앙시장보다는 작지만 맛집도많고 좋아요', '이사와서 첨왔는데 규모는 좀 작지만 괜찮네요.  \n지금 회뜨는중이요']"
안양시 석수시장,4.9,"['나쁘지 않은 시장임', '??', '맛집 많고 스크린골프장도 이씀 ㅋㅋ']"
안양시 육동시장,,[]
안양시 안양중앙인정시장,4,"['이것 저것 다 있네요', '안양시 내 가볼만한 시장입니다', '?? 규모가 제법 크고 먹거리 생각보다 많아서 둘러볼만 함.\n\n?? 전통 시장 자체가 사양산업임은...더보기', '맛난게 가득 ㅎ', '주차 빼고 다좋음 특히 모든 사장님이 찬절합니다.', '칼국수 맛나는데, 뭔가 좀 부족한듯,', '개고기 판매 그만하세요\n골목길 들어서다 기분 더러워집니다', '근방에 살아 자주 어머니랑 방문합니다\n명절전이라 사람도 많아 따로 장보는 상황서 잠시 옷가게 옆 공간에 짐 두고 있는데 가...더보기', '안양에 자랑 중앙시장 최곱니다\n물건 싱싱하고 가격도 좋고 너무좋아요', '신용카드 사절\n현금환영']"
안양시 중부농수산물시장,,[]
양평군 양동쌍학시장,5,['좋음']
양평군 양수리전통시장,2.8,"['양수리의 작은 시장^^', '시장이 생각보다 작고 시장앞 주차자리도 좁아서\n불편함 대신 길건너편에 시장공영주차장도 있고\n(방문시에...더보기', '왜 시장 운영안하나요…?', '규모가 매우 작고 주차 자리도 작음\n외지인이 특별히 찾을 이유는 없는듯', '남한강/북한강 2개의 라인으로 나눠져 있음\n규모는 그리 크지 않은 편', '양수리상설시장, 양수리오일장 모두 규모도 작고  볼거리도 먹거리도 없어요.', '양수리 전통시장 5일장 가봤는데 생각보다 너무작고 야채 종류도 별로 없어요', '5일장 6,11,16,21,26 장이 열림', '별거없네요...\n주말주차 헬이고요...', '시장 자체도 작고 활성화도 크게 안되어있는 편.\n오히려 중간중간 열리는 5일장이 작지만 더 볼만함.', '1일 6일 양수리 5일장.\n규모는 작은편', '시장이 작아요']"
양평군 양평물맑은시장,4.6,"['넘 이용료가 저렴해서 사용시 부담없어요. 가족들과 친목도모에 아주 좋았어요', '엄청크고 구경거리가 많아요', '가는길이 주차장같아요 또 주말주차가 장난아니예요.  시장물건들이 우리동네 시장에 거의다 있어요.', '여기 번화가인가요..?? 일반 프랜차이즈 가게도 많고 시장도 같이 있어서 좋았어요', '오일장 완전크고 다양하네요.\n가격들이 비슷하면서도 차이가 있으니 \n발품파는 만큼 저렴하게 살수 있어용', '3일 8일 은 양평시장 그래서 5일간격이라 오일장']"
양평군 용문천년시장,3.7,"['시골다운 조그마한 전통시장', '가는날이 장날이라 비는 약간 내리는데\n친구들과 메밀전병에 막걸리 한잔하고\n백숙에 넣을 황귀 사고 엄나무 ...더보기', '양평오일장보다는 작은 규모지만, 할머님들께서 손수 채집하고 다듬어 팔아서 정겹고 구경거리 많아요', '용문 매달 5,10일장', '먹거리는 엄~~ 청 많진않은것같아용', '역이랑 가까워서 좋아요~', '아주 크고 다양한 전통 5일장', '작은 시장..볼거리도 없고 너무 썰렁함']"
여주시 여주한글시장,4.2,"['장날이라서 장구경을 하며 좋은 하루를 만들었습니다.', '간판이 다 한글이라 좋았어요\n일요일에는 많이 닫았네요 ㅠ', '비쌈', '시장보다는 프랜차이즈가개들이 많고 활기찬 느낌은 아님', '날씨가 흐려서 그런가 시장이 활기차지않았음', '골목형 전통시장으로 5,10일 오일장이 열려요.', '웃긴 이야기이지만 시장이 별로 안 시끄러워 좋았음.', '수도권에서 한시간이면 갈 수 있는 거리. 주차장도  잘 되어있고 규모가 커서 종종 방문함. 안타깝게도 할머니들이 나와서 소소한 채소등을 파는 시골장 분위기는 아님.', '횡성장보다 크고 가격이 저렴하다\n땅콩과 고구마는 최고인듯']"
연천군 전곡전통시장,2.9,"['뽕나무버섯 구입\n한봉지 만원', '동네 장터', '4, 9 오일장', '인심 야박한 시장']"
오산시 오색시장,4.1,"['무궁무진한   발전이  있기를  바랍니다', '정말로 시장에는 없는것 빼고는 다있고요.\n그중에 저는 순대국밥집에 갔는데 시장안 식당이라서 작고, 약간은 허름했는데 오색순대국식당 먹...더보기', '오산 오색시장에서 열리는 야맥축제!(2024년 다녀옴)\n자주 홍보하는 것은 봤는데 한번도 못가보다가\n혼자 버스타...더보기', '시끄럽고 지저분하고 뭐 없고', '24.12.28.\n오산 오색시장 두번째 방문\n3,8일 ...더보기', '공영주차장 주차편하고\n싸고 다양하고\n중독됩니다ㅎㅎ', '생각보단 시장규모가 큽니다\n주차는 시장내부 4층주차타워가 있으나 주차가능대수는 적은편입니다', '여러가지 쇼핑하기 좋은데,주차가 힘드네요.\n특히 장날에는 거리에 서서 기다리다 돌아왔네요.ㅠㅠ', '주차불편하고 상인들 불친절합니다.\n줄서는  칼국수집과 호떡집 제외하고는  별로 가고싶지 않네요.']"
용인시 죽전로데오상점가시장,,[]
용인시 용인중앙시장,4.1,"['진짜 시장같은시장풍경^^', '용인중앙시장 별당마켓 야시장축제를 한다고 해서 저희는 마지막날인\n10월13일 일요일 오후6시쯤 방문했어요\n\n안성 바우덕이축제는 가격들...더보기', '맛난 먹거리 많네요', '날씨가 더워서 힘들어요\n먹거리도 볼거리도 부족하구요', '순대 사려고 갔더니, 족발 안사면 안판다더군요\n전부다들...   \nㅆㄹㄱ상...더보기', '용인시에 살거나 방문하면 용인시장에 가는 것을 추천해요.', '꽤배기가 정말크고  가격도 만족합니다', '? 전통적인 재래시장 느낌입니다.\n요즘 시장은 간판이 정리되어 있고 구역도 어느 정도 분리되어 ...더보기', '여기 시장 갈때마다 족발 포장해서 먹는데요.\n그 많은 족발거리에서 한집꺼만...더보기']"
의왕시 부곡도깨비시장,4,[]
의정부시 의정부시장,4.1,"['엄청 활발하고 넓은 시장이었습니다. 구경하는 게 재미있었음!', '25.3.16.\n수입품목으로 유명한 시장\n다리품 팔다가 정말 키위 저렴하고\n큰...더보기', '제일이네  전집  굿\n가격오픈\n카드환영\n친절\n맛...더보기', '큰 재래시장!! 도심 한 복판에 잇어 접근성이 좋다!! \n단, 다수의 불친절함과 현금 결제 유도(카드 단말기가 안된다느니 없다느니...) 가 심한 곳이 많다!!', '시장이 엄청크네요. 오뎅하고 떡볶이 엄청 맛있어요', '토요일 오전에 갔는데 주차 어렵지 않았고 구경하기 좋았어요 ㅎ 활기찬 동네 시장이에요', '주차를 개선하지 않으면 아무도 안올것임 ㅠㅠ 사람들 안온다고 투덜거리고 정부탓하지 마시고 주차를 개선하시길', '명절이라고 손님은 많은데, 상인들은 전부 하나같이 얼굴 찌푸리고 불친절함. 서울보다 비싼 이유도 궁금함.', '명절이라 그런건지 장사 막 하는 듯. \n불친절한 건 기본이고\n떡을 무게를 재서 줄거면 나온 가격만큼 받아...더보기', '주차장 바로 및 노점에서 국수와 김밥 먹었는데 정말 지저분하고 불친절하고 최악', '아주 불친절하고 음식은 맛도없고 무엇보다 바가지 심함']"
의정부시 의정부청과야채시장,,[]
의정부시 의정부제일시장,4.1,"['엄청 활발하고 넓은 시장이었습니다. 구경하는 게 재미있었음!', '25.3.16.\n수입품목으로 유명한 시장\n다리품 팔다가 정말 키위 저렴하고\n큰...더보기', '제일이네  전집  굿\n가격오픈\n카드환영\n친절\n맛...더보기', '큰 재래시장!! 도심 한 복판에 잇어 접근성이 좋다!! \n단, 다수의 불친절함과 현금 결제 유도(카드 단말기가 안된다느니 없다느니...) 가 심한 곳이 많다!!', '시장이 엄청크네요. 오뎅하고 떡볶이 엄청 맛있어요', '토요일 오전에 갔는데 주차 어렵지 않았고 구경하기 좋았어요 ㅎ 활기찬 동네 시장이에요', '주차를 개선하지 않으면 아무도 안올것임 ㅠㅠ 사람들 안온다고 투덜거리고 정부탓하지 마시고 주차를 개선하시길', '명절이라고 손님은 많은데, 상인들은 전부 하나같이 얼굴 찌푸리고 불친절함. 서울보다 비싼 이유도 궁금함.', '명절이라 그런건지 장사 막 하는 듯. \n불친절한 건 기본이고\n떡을 무게를 재서 줄거면 나온 가격만큼 받아...더보기', '주차장 바로 및 노점에서 국수와 김밥 먹었는데 정말 지저분하고 불친절하고 최악', '아주 불친절하고 음식은 맛도없고 무엇보다 바가지 심함']"
