시장코드,시장명,지번주소,도로명주소,시도,시군구,시장개설주기,점포수,개설연도,취급품목,아케이드,엘리베이터/에스컬레이터,고객지원센터,스프링쿨러,화재감지기,유아놀이방,종합콜센터,고객휴게실,수유센터,물품보관함,자전거보관함,체육시설,간이도서관,쇼핑카트,외국인안내센터,고객동선통로,방송센터,문화교실,공동물류창고,시장전용고객주차장,교육장,회의실,자동심장충격기,공중화장실,주차장,위도,경도,전화번호
b31150002,정왕시장,경기도 시흥시 정왕동 1202  1203,경기도 시흥시 정왕시장길 51 52,경기도,시흥시,매일,74,2002,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스 기타소매업,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,37.34556837,126.7489598,031-434-0111
a31150006,오이도전통수산시장,경기도 시흥시 정왕동 2003-8 2003-12,경기도 시흥시 오이도로 167 173,경기도,시흥시,매일,74,1999,수산물+슈퍼,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,37.34588337,126.6882074,031-431-5275
a31150007,시화공구상가,경기도 시흥시 공단1대로 204,경기도 시흥시 공단1대로 204,경기도,시흥시,매일,954,1997,음식점+기타소매 근린생활서비스,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,37.33771151,126.7247015,
a31092003,안산시시민시장,경기도 안산시 단원구 초지동 604-4,경기도 안산시 단원구 화랑로 149,경기도,안산시,5일+10일,410,1997,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,37.32536495,126.8050908,031-411-1040
a31091002,스타프라자전통시장,경기도 안산시 상록구 성포동 583,경기도 안산시 상록구 화랑로 513,경기도,안산시,매일,137,2016,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,37.32081608,126.8447219,031-482-5067
a31091003,신안코아전통시장,경기도 안산시 상록구 본오동 871,경기도 안산시 상록구 석호로 315,경기도,안산시,매일,166,1996,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,37.29374921,126.8659882,031-406-2105
a31091004,신안프라자전통시장,경기도 안산시 상록구 반석로 54,경기도 안산시 상록구 반석로 54,경기도,안산시,매일,109,1992,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,37.29647214,126.8658207,031-406-2104
a31091005,월드프라자,경기도 안산시 상록구 본오동 872,경기도 안산시 상록구 본삼로 60,경기도,안산시,매일,223,2017,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,37.30057013,126.8664493,031-407-0951
a31091006,안산패션타운전통시장,경기도 안산시 상록구 사동 1530-1,경기도 안산시 상록구 삼리로 45,경기도,안산시,매일,115,2001,의류,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,37.30497907,126.8446674,031-418-6766
a31091007,안산 다농마트 전통시장,경기도 안산시 상록구 월피동 445-1,경기도 안산시 상록구 예술광장로 1,경기도,안산시,매일,275,2019,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,37.32836033,126.8442469,031-410-6666
a31220001,안성맞춤시장,경기도 안성시 서인동 13의1,경기도 안성시 시장길 37,경기도,안성시,매일,137,1983,농산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,37.00663081,127.2703585,031-677-4779
a31220002,일죽시장,경기도 안성시 일죽면 송천리 15-18,경기도 안성시 일죽면 금일로 467 일원,경기도,안성시,매일,109,,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,37.09336892,127.4784203,031-674-7763
a31220004,죽산시장,경기도 안성시 죽산면 죽산리 439-3,경기도 안성시 죽산면 중서길 8-9,경기도,안성시,5일+10일,103,2010,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,37.07598943,127.4233876,031-675-7123
a31041004,안양관양시장,경기도 안양시 동안구 관양동 1407-8,경기도 안양시 동안구 관평로 336번길 31,경기도,안양시,매일,142,2006,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,37.4052233,126.9593052,031-386-5577
a31041013,안양호계종합시장,경기도 안양시 동안구 호계1동 997,경기도 안양시 동안구 흥안대로113번길 34,경기도,안양시,매일,178,2008,농산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,37.37258823,126.9592777,031-453-4766
a31041001,안양남부시장,경기도 안양시 만안구 안양동 622-378,경기도 안양시 만안구 장내로 140번길 51,경기도,안양시,매일,175,2005,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,37.39593498,126.924956,031-449-7400
a31041006,박달시장,경기도 안양시 만안구 박달동 21-8,경기도 안양시 만안구 양화로 132-3,경기도,안양시,매일,126,2005,농산물+축산물+가공식품+음식점,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,37.40464613,126.9096092,031-0469-2660
a31041007,석수시장,경기도 안양시 만안구 석수동 287,경기도 안양시 만안구 석천로 171번길 20,경기도,안양시,매일,135,1979,가공식품+음식점,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,37.41286218,126.9079953,
a31041008,육동시장,경기도 안양시 만안구 안양동 434-3,경기도 안양시 만안구 수리산로 47번길 38,경기도,안양시,매일,60,1980,농산물+축산물+의류+음식점,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,37.39058613,126.9302236,031-449-1205
a31041010,안양중앙인정시장,경기도 안양시 만안구 안양동 711-280,경기도 안양시 만안구 냉천로185번길 8,경기도,안양시,매일,412,2006,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,37.39648106,126.9195685,031-447-9961
a31041009,중부농수산물시장,경기도 안양시 만안구 안양동 622-337,경기도 안양시 만안구 안양로248번길23,경기도,안양시,매일,31,1982,농산물+축산물+수산물+가공식품+음식점,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,37.39590837,126.9256223,
a31380007,양동쌍학시장,경기도 양평군 양동면 쌍학리 227-3 일원,경기도 양평군 양동면 학둔지아래길 76 일원,경기도,양평군,4일+9일,100,1950,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,37.42017548,127.7531956,031-773-1722
a31380002,양수리전통시장,경기도 양평군 양서면 양수리 1060 일원,경기도 양평군 양서면 양수로 150번길 3-15 일원,경기도,양평군,1일+6일,176,1965,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,37.54457048,127.3199621,031-775-3110
a31380003,양평물맑은시장,경기도 양평군 양평읍 양근리 166-14,경기도 양평군 양평읍 양평장터길 15 일원,경기도,양평군,3일+8일,206,1970,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,37.49093506,127.4925686,031-771-2080
a31380004,용문천년시장,경기도 양평군 용문면 다문리 307-5 일원,경기도 양평군 용문면 용문시장2길 11 일원,경기도,양평군,5일+10일,153,1982,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,37.48396864,127.5947554,031-771-6172
b31320001,여주한글시장,경기도 여주시 하동 268-4,경기도 여주시 세종로14번길 24-1,경기도,여주시,5일+10일,180,2007,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,37.29755162,127.6342927,031-885-7121
a31350007,전곡전통시장,경기도 연천군 전곡읍 전곡리 479-30,경기도 연천군 전곡읍 전곡로172번길 4-15,경기도,연천군,매일,64,1963,음식점,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,38.02715221,127.0681662,031-032-4111
a31140001,오색시장,경기도 오산시 오산동 853-27,경기도 오산시 오산로 272번길 21,경기도,오산시,3일+8일,320,1914,농산물+축산물+수산물+가공식품+의류+음식점,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,37.15133204,127.0709405,031-376-4141
a31190003,죽전로데오상점가시장,경기도 용인시 수지구 죽전동 1003-53,경기도 용인시 수지구 용구대로 2725-1,경기도,용인시,매일,130,1996,가공식품+의류+신발+가정용품+음식점+병원 약국,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,37.32876491,127.1080484,
a31191002,용인중앙시장,경기도 용인시 처인구 김량장동 137-1,경기도 용인시 처인구 금령로107번길 13,경기도,용인시,5일+10일,506,1960,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+미용실 병원,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,37.23671682,127.2078548,031-336-1110
a31170002,부곡도깨비시장,경기도 의왕시삼동 192-554,경기도 의왕시 부곡시장길 18,경기도,의왕시,매일,128,1980,농산물+축산물+수산물,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,37.31946613,126.9507058,031-462-0994
a31030001,의정부시장,경기도 의정부시 의정부1동 148-5,경기도 의정부시 시민로143번길 40,경기도,의정부시,매일,40,1978,농산물+축산물+수산물+가공식품,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,37.73944331,127.0511786,
a31030002,의정부청과야채시장,경기도 의정부시 의정부동 30-8,경기도 의정부시 시민로 157번길,경기도,의정부시,매일,67,1978,농산물,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,37.73855067,127.0527096,031-843-2214
a31030003,의정부제일시장,경기도 의정부시 의정부동 160,경기도 의정부시 태평로 73번길 20,경기도,의정부시,매일,334,1976,농산물+축산물+수산물+가공식품+의류,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,37.74011951,127.0500672,031-846-2617
a31210001,관고전통시장,경기도 이천시 관고동 10-13,경기도 이천시 중리천로 31번길 22,경기도,이천시,2일+7일,99,1930,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,37.28081691,127.4403638,02-633-4222
a31210002,사기막골도자기시장,경기도 이천시 사음동 509,경기도 이천시 경충대로2993번길 24 사음동 ,경기도,이천시,매일,61,1978,가정용품,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,37.29367853,127.4117477,031-638-8388
a31210003,장호원전통시장,경기도 이천시 장호원읍 오남리 3-1,경기도 이천시 장호원읍 장감로77번길 14,경기도,이천시,4일+9일,64,1955,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,Y,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,37.11808847,127.6312509,031-643-1330
a31200001,광탄시장,경기도 파주시 광탄면 신산리 222-7,경기도 파주시 광탄면 해음로 1120번길,경기도,파주시,3일+8일,113,2005,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,37.78145915,126.8484774,031-947-0059
a31200002,금촌전통시장,경기도 파주시 금촌동 64-19,경기도 파주시 금정 24길 18-6,경기도,파주시,1일+6일,95,2006,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,37.76261761,126.7738861,031-946-0013
a31200018,금촌문화로시장,경기도 파주시 금촌동 66-4,경기도 파주시 문화로 89-1,경기도,파주시,매일,130,2013,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,37.76225011,126.7748746,031-946-5656
a31200019,금촌명동로시장,경기도 파주시 금촌동 323-1,경기도 파주시 명동길 53,경기도,파주시,매일,85,2013,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,37.76330134,126.773362,031-946-5656
a31200005,문산자유시장,경기도 파주시 문산읍 문산리 10-23,경기도 파주시 문산읍 문향로 57,경기도,파주시,4일+9일,109,2005,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,37.85673243,126.7839395,031-952-3233
a31200017,적성전통시장,경기도 파주시 적성면 마지리 46-8,경기도 파주시 적성면 청송로 1023,경기도,파주시,5일+10일,82,2013,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,37.95460991,126.9186679,031-958-8662
a31200008,봉일천시장,경기도 파주시 조리읍 봉일천리 168-4,경기도 파주시 조리읍 봉천로 33-1,경기도,파주시,2일+7일,139,2017,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,37.74353235,126.8078457,
a31070001,서정리시장,경기도 평택시 서정동 328-35,경기도 평택시 서정역로 37,경기도,평택시,2일+7일,100,1950,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,37.05742213,127.0555064,031-666-4676
a31070004,평택국제중앙시장,경기도 평택시 신장동 317-70,경기도 평택시 중앙시장로 16,경기도,평택시,매일,216,1950,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,37.07987834,127.0521939,031-668-8922
a31070003,안중시장,경기도 평택시 안중읍 안중리 269-3,경기도 평택시 안중읍 안현로서3길 34,경기도,평택시,1일+6일,115,1960,농산물+축산물+수산물+가공식품+의류+신발+가정용품,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,36.98766055,126.9276616,031-686-9979
a31070002,송탄시장,경기도 평택시 지산동 754-28,경기도 평택시 탄현로346번길 38,경기도,평택시,4일+9일,142,1960,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,37.08146214,127.0567273,031-662-3368
a31070005,통복시장,경기도 평택시 통복동 70-29,경기도 평택시 통복시장로25번길 10,경기도,평택시,5일+10일,594,1950,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,36.99782533,127.0850763,031-658-0489
a31270010,운천전통시장,경기도 포천시 영북면 운천리 531-5,경기도 포천시 영북면 영북로 177번길 25,경기도,포천시,4일+9일,48,1990,농산물,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,38.08994227,127.2722253,
a31270009,일동전통시장,경기도 포천시 일동면 1033번지 13-9,경기도 포천시 일동면 화동로 1090-14,경기도,포천시,매일,35,1980,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,37.95978103,127.3194792,
a31180002,덕풍전통시장,경기도 하남시 덕풍동 328-12,경기도 하남시 수리북로 22,경기도,하남시,4일+9일,142,1980,농산물+의류+음식점,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,37.54154098,127.202916,031-794-3753
a31180003,신장전통시장,경기도 하남시 신장동 신장전통시장,경기도 하남시 신장1로3번길 42,경기도,하남시,매일,76,1928,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,37.53788481,127.2070246,031-794-4626
a31180005,하남수산물전통시장,경기도 하남시 풍산동 218-55,경기도 하남시 하남대로 1043-17 일원,경기도,하남시,매일,186,2000,농산물+수산물+음식점,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,37.54878774,127.1847843,031-792-1235
a31240001,남양시장,경기도 화성시 남양리 1165-25,경기도 화성시 남양읍 남양시장로 61일원,경기도,화성시,1일+6일,522,1935,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,37.20902222,126.8161038,031-366-9910
a31240006,궁평항해오름수산시장,경기도 화성시 서신면 궁평리689,경기도 화성시 서신면 궁평항로 1049-24,경기도,화성시,매일,158,2006,수산물+가공식품,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,37.11602674,126.6812763,031-355-9692
a31240003,사강시장,경기도 화성시 송산면 사강리 663-1,경기도 화성시 송산면 사강로 183-1,경기도,화성시,2일+7일,341,1921,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+병원 약국,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,37.21330187,126.7360036,031-357-6037
a31240004,조암시장,경기도 화성시 우정읍 조암리 311-3,경기도 화성시 우정읍 조암남로 8,경기도,화성시,4일+9일,420,1929,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,37.082198,126.8170739,031-351-8009
a31240002,발안시장,경기도 화성시 향남읍 평리 81-51,경기도 화성시 향남읍 평2길 7,경기도,화성시,5일+10일,214,1929,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+병원 학원,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,37.13145931,126.9094512,031-352-0120
a31150008,시화유통상가,경기도 시흥시 공단1대로 244,경기도 시흥시 공단1대로 244,경기도,시흥시,매일,1804,2022,음식점+기타소매 근린생활서비스,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,37.33533243,126.7284453,
a02230004,신사상가,서울특별시 강남구 압구정동 454,서울특별시 강남구 압구정로29길 72-1,서울특별시,강남구,매일,84,1976,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,37.53228744,127.028409,02-553-1898
a02230007,청담삼익시장,서울특별시 강남구 청담동 134-20,서울특별시 강남구 학동로 101길 26,서울특별시,강남구,매일,176,1980,농산물+축산물+가공식품+의류+신발+음식점,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,37.52244687,127.0576251,
a02250002,길동복조리시장,서울특별시 강동구 천호대로193길 37,서울특별시 강동구 길동 400,서울특별시,강동구,매일,164,2011,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,37.53757331,127.1437637,070-4896-2455
a02250006,명일전통시장,서울특별시 강동구 명일동 333-2 일대,서울특별시 강동구 양재대로138길 20,서울특별시,강동구,매일,51,2011,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,37.54952811,127.1449523,02-475-7095
a02250004,둔촌역전통시장,서울특별시 강동구 성내동 416-12,서울특별시 강동구 양재대로91길20,서울특별시,강동구,매일,87,2010,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+화분,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,37.52806012,127.1349664,02-6052-5657
a02250007,성내전통시장,서울특별시 강동구 성내동 144-12,서울특별시 강동구 천호대로162길 61,서울특별시,강동구,매일,81,2011,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+꽃 미용실,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,37.53416778,127.1278835,02-475-8272
a02250008,암사종합시장,서울특별시 강동구 암사동 501-18,서울특별시 강동구 상암로 11길 17,서울특별시,강동구,매일,119,2006,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,37.55054704,127.1287149,02-442-1040
a02250013,고분다리전통시장,서울특별시 강동구 천호동 393-32,서울특별시 강동구 구천면로34길 13,서울특별시,강동구,매일,104,2011,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,37.54248857,127.1319259,02-6227-0045
a02090011,수유시장,서울특별시 강북구 수유1동 54-5,서울특별시 강북구 도봉로67길 18,서울특별시,강북구,매일,66,1966,의류,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,37.63073125,127.0226688,
