시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
원미종합시장,상설장,경기도 부천시 원미구 조종로 49번길 21-3,경기도 부천시 원미구 원미동 97-12,매일,37.49368572,126.7901781,42,농산물+축산물+수산물+가공식품,,,Y,N,1985,,2024-11-04,B553077,소상공인시장진흥공단
하대원공설시장,상설장,경기도 성남시 마지로 118,경기도 성남시 중원구 하대원동 266의1,매일,37.42746296,127.1422423,100,농산물+축산물+수산물+가공식품,,,Y,Y,2018,031-721-5572,2024-11-04,B553077,소상공인시장진흥공단
금호행복시장(금호시장),상설장,경기도 성남시 분당구 내정로 165번길 38,경기도 성남시 분당구 수내동 32,매일,37.37665581,127.1162348,170,농산물+축산물+가공식품+의류+신발+가정용품+음식점+학원 병원,,,Y,Y,1994,031-711-7268,2024-11-04,B553077,소상공인시장진흥공단
코끼리시장,상설장,경기도 성남시 분당구 내정로 166번길 7-6,경기도 성남시 분당구 수내동 56,매일,37.37311059,127.1204292,108,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+학원,,,Y,Y,1996,031-7713-1071,2024-11-04,B553077,소상공인시장진흥공단
청구문화시장,상설장,경기도 성남시 분당구 내정로165번길 38,경기도 성남시 분당구 수내동 32,매일,37.37665581,127.1162348,97,가공식품+의류+신발+음식점,,,Y,Y,1992,031-711-0826,2024-11-04,B553077,소상공인시장진흥공단
돌고래시장,상설장,경기도 성남시 분당구 내정로174번길 42 파크타운서안아파트,경기도 성남시 분당구 수내동 53,매일,37.37153201,127.1221653,141,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+학원,,,Y,Y,1993,031-786-0704,2024-11-04,B553077,소상공인시장진흥공단
현대프라자시장,상설장,경기도 성남시 분당구 돌마로 364,경기도 성남시 분당구 수내동 79-2,매일,37.3699897,127.1236643,95,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+학원 병원,,,Y,Y,1996,031-717-3044,2024-11-04,B553077,소상공인시장진흥공단
분당종합시장,상설장,경기도 성남시 분당구 돌마로 366번길 42,경기도 성남시 분당구 수내동 83,매일,37.36718424,127.1267528,42,농산물+축산물+가공식품+의류+신발+가정용품+음식점+학원 병원,,,Y,Y,1996,,2024-11-04,B553077,소상공인시장진흥공단
미금현대벤처빌시장,상설장,경기도 성남시 분당구 돌마로90번길 8,경기도 성남시 분당구 구미동 26-1,매일,37.34928693,127.1117684,121,의류+신발+가정용품+음식점+병원,,,Y,Y,2001,,2024-11-04,B553077,소상공인시장진흥공단
미래타운제2종합시장,상설장,경기도 성남시 분당구 불정로376번길 31,경기도 성남시 분당구 서현동 311,매일,37.37225241,127.1388753,64,농산물+가공식품+음식점+학원,,,Y,Y,1994,031-704-8151,2024-11-04,B553077,소상공인시장진흥공단
범한프라자시장,상설장,경기도 성남시 분당구 불정로376번길 37 서현동,경기도 성남시 분당구 서현동 312-3,매일,37.37163004,127.1394386,84,농산물+축산물+수산물+의류+신발+가정용품+음식점,,,Y,Y,2015,031-702-5982,2024-11-04,B553077,소상공인시장진흥공단
미래그린시장,상설장,경기도 성남시 분당구 불정로386번길 10 서현동 효자촌미래타운아파트,경기도 성남시 분당구 서현동 307,매일,37.37341572,127.1380307,154,농산물+축산물+수산물+가공식품+의류+가정용품+음식점+학원,,,Y,Y,1994,,2024-11-04,B553077,소상공인시장진흥공단
동신종합시장,상설장,경기도 성남시 분당구 수내동 돌마로 361,,매일,37.37062115,127.1229653,86,농산물+가공식품+의류+신발+가정용품+음식점+학원,,,Y,Y,1993,,2024-11-04,B553077,소상공인시장진흥공단
분당우성시장,상설장,경기도 성남시 분당구 중앙공원로40번길 42,경기도 성남시 분당구 서현동 94-3,매일,37.37817959,127.1323828,79,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1995,,2024-11-04,B553077,소상공인시장진흥공단
금광시장,상설장,경기도 성남시 산성대로426번길 5,경기도 성남시 중원구 금광동 4622,매일,37.45003783,127.159904,20,농산물+축산물+수산물+가공식품+의류+음식점,,,Y,Y,1991,,2024-11-04,B553077,소상공인시장진흥공단
코코프라자시장,상설장,경기도 성남시 서현로210번길 20,경기도 성남시 서현동 248-5번지 1층,매일,37.38586536,127.1240404,66,가공식품+의류+신발+가정용품+음식점+병원,,,Y,Y,1994,031-707-7315,2024-11-04,B553077,소상공인시장진흥공단
중앙공설시장,상설장,경기도 성남시 수정구 수정로 109,경기도 성남시 수정구 태평동 3681,매일,37.44139541,127.1321099,115,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2006,031-755-9222,2024-11-04,B553077,소상공인시장진흥공단
신흥시장,상설장,경기도 성남시 수정구 수정로214번길 6,경기도 성남시 수정구 신흥동 3436-10,매일,37.44397719,127.143381,52,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1977,031-748-1656,2024-11-04,B553077,소상공인시장진흥공단
현대시장,상설장,경기도 성남시 수정구 수정북로18,경기도 성남시 수정구 태평동 3683,매일,37.4417019,127.1319748,46,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1974,031-753-2828,2024-11-04,B553077,소상공인시장진흥공단
현대시장(분당),상설장,경기도 성남시 중앙공원로40번길 8,경기도 성남시 서현동 94번지,매일,37.37970477,127.1301725,105,농산물+축산물+가공식품+의류+신발+음식점+학원 병원,,,Y,Y,1992,031-701-1240,2024-11-04,B553077,소상공인시장진흥공단
단대전통시장,상설장,경기도 성남시 중원구 광명로289,경기도 성남시 중원구 금광동 10,매일,37.44434033,127.1583278,85,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+휴대폰 매장,,,Y,Y,1993,031-749-8982,2024-11-04,B553077,소상공인시장진흥공단
모란전통기름시장,상설장,경기도 성남시 중원구 둔촌대로 83번길 7,경기도 성남시 중원구 성남동 4222,매일,37.4309121,127.1280127,52,농산물+가공식품,,,Y,Y,2018,031-751-4214,2024-11-04,B553077,소상공인시장진흥공단
은행시장,상설장,경기도 성남시 중원구 산성대로 526,경기도 성남시 중원구 은행2동 1553,매일,37.45758204,127.164475,50,농산물+축산물+수산물+가공식품+의류+가정용품,,,Y,Y,2014,031-744-9858,2024-11-04,B553077,소상공인시장진흥공단
성남남한산성시장(은행골목시장),상설장,경기도 성남시 중원구 산성대로518번길 7,경기도 성남시 중원구 은행동 1565 1,매일,37.4569514,127.1644284,70,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+병원,,,N,N,2013,031-745-9848,2024-11-04,B553077,소상공인시장진흥공단
모란종합시장,상설장+5일장,경기도 성남시 중원구 성남대로 1127,경기도 성남시 중원구 성남동 4182,4일+9일,37.4303345,127.1288817,62,농산물+가공식품+음식점,,,Y,Y,1974,031-751-4214,2024-11-04,B553077,소상공인시장진흥공단
모란가축시장,상설장,경기도 성남시 중원구 성남대로 1127,경기도 성남시 중원구 성남동 4182,매일,37.4303345,127.1288817,40,축산물+가공식품+음식점,,,N,Y,2017,,2024-11-04,B553077,소상공인시장진흥공단
상대원시장,상설장,경기도 성남시 중원구 희망로344번길 6,경기도 성남시 중원구 상대원동 2985-1,매일,37.43597453,127.158778,70,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+학원 병원,,,Y,Y,1996,031-746-1304,2024-11-04,B553077,소상공인시장진흥공단
권선종합시장,상설장,경기도 수원시 권선구 세권로 185 권선동,경기도 수원시 권선동 1051,매일,37.25610696,127.0245738,108,농산물+축산물+가공식품+음식점,,,Y,Y,2005,031-235-0903,2024-11-04,B553077,소상공인시장진흥공단
구매탄시장,상설장,경기도 수원시 영통구 매여울로53번길 50-1 매탄동,경기도 수원시 영통구 매탄동 172-72,매일,37.27260017,127.0419199,118,농산물+축산물+수산물+의류+음식점,,,Y,Y,2006,031-211-3936,2024-11-04,B553077,소상공인시장진흥공단
정자시장,상설장,경기도 수원시 장안구 수성로261번길 16 정자동,경기도 수원시 장안구 정자동 73-10,매일,37.29069027,127.0008813,150,농산물+축산물+수산물+가공식품+의류+음식점,,,Y,Y,2009,031-252-0290,2024-11-04,B553077,소상공인시장진흥공단
장안문거북시장,상설장,경기도 수원시 장안구 수성로382번길 24 영화동,경기도 수원시 장안구 영화동 250-1,매일,37.29315046,127.0139733,119,농산물+축산물+음식점,,www.gobuk.co.kr,Y,Y,2008,031-252-7800,2024-11-04,B553077,소상공인시장진흥공단
반딧불이연무시장,상설장,경기도 수원시 장안구 월드컵로428번길 10 연무동,경기도 수원시 장안구 연무동 249,매일,37.29395937,127.0259733,194,농산물+축산물+수산물+가공식품+의류+음식점,,www.연무시장.com,Y,Y,2011,031-308-9944,2024-11-04,B553077,소상공인시장진흥공단
조원시장,상설장,경기도 수원시 장안구 조원로89번길 8 조원동,경기도 수원시 장안구 조원동 743-7,매일,37.30078207,127.0153395,135,농산물+축산물+수산물+의류+음식점,,,Y,N,2008,031-244-7705,2024-11-04,B553077,소상공인시장진흥공단
북수원시장,상설장,경기도 수원시 장안구 파장로82번길 9 파장동,경기도 수원시 장안구 파장동 572-35,매일,37.30702654,126.9921266,150,농산물+축산물+수산물+음식점,,,N,Y,2005,031-268-7526,2024-11-04,B553077,소상공인시장진흥공단
매산시장,상설장,경기도 수원시 팔달구 권선로 477 매산로2가,경기도 수원시 팔달구 매산로2가 90,매일,37.26457025,127.0033483,103,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,N,N,2011,031-224-7893,2024-11-04,B553077,소상공인시장진흥공단
화서시장,상설장,경기도 수원시 팔달구 동말로 72 화서동,경기도 수원시 팔달구 화서동 97-1,매일,37.27858147,127.0020973,229,농산물+축산물+수산물+가공식품+의류+음식점,,https://www.instagram.com/hwaseosijang/,Y,Y,2005,031-241-4578,2024-11-04,B553077,소상공인시장진흥공단
역전시장,상설장,경기도 수원시 팔달구 매산로 2-10 매산로1가,경기도 수원시 팔달구 매산로1가 57-3,매일,37.26630027,127.0023337,300,의류+신발+음식점,,,Y,Y,2006,031-246-1005,2024-11-04,B553077,소상공인시장진흥공단
미나리광시장,상설장,경기도 수원시 팔달구 수원천로 266-4 지동,경기도 수원시 팔달구 지동 400-12,매일,37.27727335,127.0196307,53,농산물+축산물+수산물+음식점,,,Y,Y,2006,031-254-7795,2024-11-04,B553077,소상공인시장진흥공단
구천동공구상가시장,상설장,경기도 수원시 팔달구 수원천로199번길 5 구천동,경기도 수원시 팔달구 구천동 86-1,매일,37.27211975,127.0173519,94,기계 공구 공산품 등,,,Y,Y,2005,031-244-0980,2024-11-04,B553077,소상공인시장진흥공단
못골종합시장,상설장,경기도 수원시 팔달구 수원천로254 팔달주차타워 23호(지동),경기도 수원시 팔달구 지동 415,매일,37.27618303,127.0200138,86,농산물+축산물+수산물+가공식품,,www.motgol.com,Y,Y,2005,031-246-5638,2024-11-04,B553077,소상공인시장진흥공단
영동시장,상설장,경기도 수원시 팔달구 수원천로255번길 6 영동,경기도 수원시 팔달구 영동 8,매일,37.27681569,127.0186497,285,한복 커튼 의류 잡화,,,Y,Y,2006,031-251-0171,2024-11-04,B553077,소상공인시장진흥공단
남문패션1번가시장,상설장,경기도 수원시 팔달구 정조로758번길 24 영동,경기도 수원시 팔달구 영동 43-5,매일,37.27562469,127.0181081,156,의류+신발+음식점+잡화 모자 금은보석 카페,,,N,N,2005,031-255-5226,2024-11-04,B553077,소상공인시장진흥공단
팔달문시장,상설장,경기도 수원시 팔달구 정조로770번길 17 영동,경기도 수원시 팔달구 영동 6-14,매일,37.27685014,127.0178829,220,의류,,,Y,Y,2005,031-251-5153,2024-11-04,B553077,소상공인시장진흥공단
지동시장,상설장,경기도 수원시 팔달구 팔달문로 19 지동,경기도 수원시 팔달구 지동 402-2,매일,37.27788606,127.0196309,219,축산물+수산물+가공식품+음식점,,,Y,Y,2005,031-256-0202,2024-11-04,B553077,소상공인시장진흥공단
시민상가시장,상설장,경기도 수원시 팔달구 팔달문로4번길 19 영동,경기도 수원시 팔달구 영동 10-18,매일,37.27667892,127.0179844,54,의류,,,Y,N,2005,031-255-6637,2024-11-04,B553077,소상공인시장진흥공단
남문로데오시장,상설장,경기도 수원시 팔달구 행궁로 88 교동,경기도 수원시 팔달구 교동 3-6,매일,37.27463391,127.0155146,174,가공식품+의류+신발+음식점+기타소매 근린생활서비스,,,Y,Y,2005,031-258-0336,2024-11-04,B553077,소상공인시장진흥공단
시화공구상가,상설장,경기도 시흥시 공단1대로 204,,매일,37.33771151,126.7247015,954,음식점+기타소매 근린생활서비스,,http://sh0989.co.kr/,Y,Y,1997,,2024-11-04,B553077,소상공인시장진흥공단
시화유통상가,상설장,경기도 시흥시 공단1대로 244,,매일,37.33533243,126.7284453,1804,음식점+기타소매 근린생활서비스,,,Y,Y,2022,,2024-11-04,B553077,소상공인시장진흥공단
도일시장,상설장+5일장,경기도 시흥시 도일로 100의 4,경기도 시흥시 거모동 1669-22,3일+8일,37.33951971,126.784087,74,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1953,031-494-5515,2024-11-04,B553077,소상공인시장진흥공단
시흥삼미시장,상설장,경기도 시흥시 삼미시장2길 35,경기도 시흥시 신천동 738-4,매일,37.44040657,126.7838201,152,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+화장품 미용실,,,Y,Y,1987,031-311-7006,2024-11-04,B553077,소상공인시장진흥공단
오이도전통수산시장,상설장,경기도 시흥시 오이도로 167 173,경기도 시흥시 정왕동 2003-8 2003-12,매일,37.34588337,126.6882074,74,수산물+슈퍼,,https://oidosusan.com/,Y,Y,1999,031-431-5275,2024-11-04,B553077,소상공인시장진흥공단
정왕시장,상설장,경기도 시흥시 정왕시장길 51 52,경기도 시흥시 정왕동 1202 1203,매일,37.34556837,126.7489598,74,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스 기타소매업,,,Y,Y,2002,031-434-0111,2024-11-04,B553077,소상공인시장진흥공단
