시장명,별점,리뷰
은평구 연서시장,4.3,"['돈벌자33 리뷰 1,188 팔로우 굿 트렌디해요 반응 남기기 방문일 4.26.토 2025년 4월 26일 토요일 3번째 방문 인증 수단 영수증', 'heejo희망 리뷰 1,125 사진 242 팔로우 볼거리가 많아요 반응 남기기 방문일 4.14.월 2025년 4월 14일 월요일 3번째 방문 인증 수단 영수증', '우아행복입니다 리뷰 823 사진 267 팔로워 1 팔로우 신선해요 반응 남기기 방문일 3.30.일 2025년 3월 30일 일요일 6번째 방문 인증 수단 영수증', '돈벌자33 리뷰 1,188 팔로우 굿 친절해요 반응 남기기 방문일 3.29.토 2025년 3월 29일 토요일 2번째 방문 인증 수단 영수증', 'sol**** 리뷰 2,533 사진 331 팔로우 굿 친절해요 반응 남기기 방문일 3.27.목 2025년 3월 27일 목요일 1번째 방문 인증 수단 영수증', '시월애1004 리뷰 724 사진 393 팔로우 뼈없는 닭발 너무 맛있어서 꼭 가요^^ 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 표정을 눌러 반응을 남겨 보세요! 반응 남기기 방문일 3.21.금 2025년 3월 21일 금요일 1번째 방문 인증 수단 영수증', '민아줌마 리뷰 1,681 사진 272 팔로우 맛있어요 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 2.23.일 2025년 2월 23일 일요일 2번째 방문 인증 수단 영수증', 'heejo희망 리뷰 1,125 사진 242 팔로우 볼거리가 많아요 반응 남기기 방문일 2.20.목 2025년 2월 20일 목요일 2번째 방문 인증 수단 영수증', '돈벌자33 리뷰 1,188 팔로우 굿 볼거리가 많아요 반응 남기기 방문일 2.1.토 2025년 2월 1일 토요일 1번째 방문 인증 수단 영수증', 'jl1**** 리뷰 356 사진 337 팔로우 명절이라 시장에서 사왔어요 먹거리가 풍부해요 반응 남기기 방문일 1.28.화 2025년 1월 28일 화요일 1번째 방문 인증 수단 영수증']"
은평구 대림시장,4.23,"['chxyenxkix 리뷰 205 사진 495 팔로워 14 테마 4 팔로우 다양한 식자재 저렴하게 구할수있어요 :) 볼거리가 많아요 +3 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 1.20.월 2025년 1월 20일 월요일 1번째 방문 인증 수단 영수증', 'dai**** 리뷰 1,991 사진 38 팔로우 reasonable price and friendly. 친절해요 반응 남기기 방문일 1.8.수 2025년 1월 8일 수요일 1번째 방문 인증 수단 영수증', 'jun**** 리뷰 915 사진 21 팔로우 굿 볼거리가 많아요 반응 남기기 방문일 24.12.23.월 2024년 12월 23일 월요일 1번째 방문 인증 수단 영수증', '벤자민96 리뷰 7 사진 3 팔로우 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.9.11.수 2024년 9월 11일 수요일 1번째 방문 인증 수단 영수증', '동규6768 리뷰 440 사진 2 팔로우 맛있는  자두 샀어요 친절해요 반응 남기기 방문일 24.7.24.수 2024년 7월 24일 수요일 1번째 방문 인증 수단 영수증', '올리브 뿌카뿌카 리뷰 2,984 사진 26 팔로우 맛있고 친절해요 생선도 맛있어요 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.4.18.목 2024년 4월 18일 목요일 1번째 방문 인증 수단 영수증', '수액수액 리뷰 315 사진 155 팔로워 8 팔로우 대림시장에서 종종 장을 봅니다. 볼거리가 많아요 반응 남기기 방문일 24.2.9.금 2024년 2월 9일 금요일 1번째 방문 인증 수단 영수증', '문쌤논술 리뷰 549 사진 12 팔로우 과일 맛나요 반응 남기기 방문일 23.5.14.일 2023년 5월 14일 일요일 1번째 방문 인증 수단 영수증', 'kim**** 리뷰 1,324 사진 6 팔로우 좋아요 친절해요 반응 남기기 방문일 23.4.25.화 2023년 4월 25일 화요일 1번째 방문 인증 수단 영수증', 'duke52 리뷰 910 사진 136 팔로우 고기가 신선하고 맛이 있어요 품질이 좋아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.4.4.화 2023년 4월 4일 화요일 1번째 방문 인증 수단 영수증']"
은평구 신응암시장,,"['bea**** 리뷰 481 사진 16 팔로우 친절해요 먹거리가 풍부해요 반응 남기기 방문일 23.6.19.월 2023년 6월 19일 월요일 1번째 방문 인증 수단 영수증', 'red**** 리뷰 1,470 사진 3 팔로우 ㅋㅋ 반응 남기기 방문일 22.9.10.토 2022년 9월 10일 토요일 1번째 방문 인증 수단 영수증', '원더우먼19 리뷰 144 사진 5 팔로우 굿 반응 남기기 방문일 22.8.13.토 2022년 8월 13일 토요일 1번째 방문 인증 수단 영수증', 'mie**** 리뷰 54 사진 124 팔로워 4 팔로우 진짜 자주가요 기다리면서 매장에 있으면 진짜 개시원해요 반응 남기기 방문일 22.8.13.토 2022년 8월 13일 토요일 1번째 방문 인증 수단 영수증', '짜파게티910 리뷰 1,099 사진 200 팔로우 별점 5 점 시장이 깨끗해요 반응 남기기 방문일 21.3.15.월 2021년 3월 15일 월요일 1번째 방문 인증 수단 영수증', '최영준0 리뷰 309 사진 5 팔로우 별점 5 점 김밥   밑반찬 정말 좋습니다 맛있어요 반응 남기기 방문일 20.11.4.수 2020년 11월 4일 수요일 3번째 방문 인증 수단 영수증']"
은평구 증산종합시장,,"['결이코노미 리뷰 1,177 사진 212 팔로워 34 팔로우 좋아요!! 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 3.13.목 2025년 3월 13일 목요일 1번째 방문 인증 수단 영수증', '꿀꿀이3726 리뷰 1,097 사진 30 팔로우 좋아요 친절해요 반응 남기기 방문일 2.8.토 2025년 2월 8일 토요일 1번째 방문 인증 수단 영수증', 'joo**** 리뷰 722 사진 37 팔로워 1 팔로우 친절해요 친절해요 반응 남기기 방문일 1.1.수 2025년 1월 1일 수요일 2번째 방문 인증 수단 영수증', 'ang**** 리뷰 1,117 팔로워 2 팔로우 좋아요 친절해요 반응 남기기 방문일 24.8.6.화 2024년 8월 6일 화요일 4번째 방문 인증 수단 영수증', 'ang**** 리뷰 1,117 팔로워 2 팔로우 야채가게 반응 남기기 방문일 24.8.4.일 2024년 8월 4일 일요일 3번째 방문 인증 수단 영수증', 'qwqwqw7373 리뷰 1,035 사진 135 팔로워 11 팔로우 과일이  싱싱하고  싸게  팔아요 친절해요 반응 남기기 방문일 24.7.14.일 2024년 7월 14일 일요일 17번째 방문 인증 수단 영수증', 'qwqwqw7373 리뷰 1,035 사진 135 팔로워 11 팔로우 싱싱한 과일을  싸게  주세요 친절해요 반응 남기기 방문일 24.7.1.월 2024년 7월 1일 월요일 16번째 방문 인증 수단 영수증', 'hsking1138 리뷰 674 사진 2 팔로우 굿 친절해요 반응 남기기 방문일 24.5.2.목 2024년 5월 2일 목요일 1번째 방문 인증 수단 영수증', 'pp3**** 리뷰 932 사진 626 팔로워 18 팔로우 굿굿굿 친절해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.4.17.수 2024년 4월 17일 수요일 3번째 방문 인증 수단 영수증', 'qwqwqw7373 리뷰 1,035 사진 135 팔로워 11 팔로우 엄마따라  가서  과일 샀어요. 싱싱하고   맛이  있었어요 친절해요 반응 남기기 방문일 24.4.15.월 2024년 4월 15일 월요일 1번째 방문 인증 수단 영수증']"
종로구 신설종합시장,,"['깡은택 리뷰 1,341 사진 7 팔로워 4 팔로우 좋아요 ;) 반응 남기기 방문일 21.4.25.일 2021년 4월 25일 일요일 1번째 방문 인증 수단 영수증']"
종로구 광장시장,4.48,"['ㅁㄴㅇ2735 리뷰 1,054 사진 8,110 팔로워 447 테마 8 팔로우 1905년부터 이어지는 오랜 전통의 재래시장 원래 포목원단이나 의류를 전문으로 다루는 시장이였는데 지금은 다양한 시장음식들이나 구석구석 숨어있는 힙합가게들때문에 관광객들도 많고 연령상관없이 찾는 사람들이 많은곳 마약김밥이나 순희네빈대떡 육회 꽈배기집 아베베베이커리나 초코파이집도 유명하니 들러보는거 추천 더보기 볼거리가 많아요 +3 개의 리뷰가 더 있습니다 펼쳐보기 표정을 눌러 반응을 남겨 보세요! 반응 남기기 25 명 방문일 6.2.월 2025년 6월 2일 월요일 1번째 방문 인증 수단 영수증', '지니앤코코88 리뷰 92 사진 100 팔로우 겁나비싸고 맹맛 인. 탕후루 다시는 광장시장 안가요 극혐 특색 있는 제품이 많아요 반응 남기기 방문일 5.4.일 2025년 5월 4일 일요일 1번째 방문 인증 수단 영수증', 'rohees41 리뷰 341 사진 175 팔로우 먹거리가 풍부해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 3.8.토 2025년 3월 8일 토요일 1번째 방문 인증 수단 영수증', '밥먹어요 이과장입니다 리뷰 920 사진 792 팔로워 10 팔로우 과장시장 입구에 바몬드스토어 주소검색이 안됨 ㅎㅎ 아몬드 구경 ㅎㅎ 볼거리가 많아요 반응 남기기 방문일 3.1.토 2025년 3월 1일 토요일 1번째 방문 인증 수단 영수증', '눈 맑은 연어 리뷰 520 사진 525 팔로워 14 팔로우 박가네에서 빈대떡, 고기완자,떡볶기 맛있게 먹었어요!!! 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 1 명 방문일 1.18.토 2025년 1월 18일 토요일 1번째 방문 인증 수단 영수증', 'Jessie Jo 리뷰 759 사진 220 팔로워 14 테마 1 팔로우 hbaf매장다녀왔어요 시장거리는지저분해서 별로 볼거리가 많아요 반응 남기기 방문일 24.6.15.토 2024년 6월 15일 토요일 1번째 방문 인증 수단 영수증', '젊은오빠 007 리뷰 592 사진 148 팔로우 꽈배기가 맛있어요 먹거리가 풍부해요 반응 남기기 방문일 24.4.22.월 2024년 4월 22일 월요일 1번째 방문 인증 수단 영수증', '쥬니3625 리뷰 1,443 사진 154 팔로우 굿 친절해요 반응 남기기 방문일 24.4.14.일 2024년 4월 14일 일요일 1번째 방문 인증 수단 영수증', 'shhjty 리뷰 2,050 사진 190 팔로우 굿 반응 남기기 방문일 24.1.12.금 2024년 1월 12일 금요일 1번째 방문 인증 수단 영수증', '개꿀91 리뷰 670 사진 328 팔로워 19 팔로우 광장시장 좋아요 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.12.24.일 2023년 12월 24일 일요일 1번째 방문 인증 수단 영수증']"
종로구 종로신진시장,,[]
종로구 한일상가,,[]
종로구 동대문종합시장,4.3,"['레츠 디지털노마드 하자 리뷰 61 사진 25 팔로우 동대문종합시장 악세사리 사러 다녀 왔어요. 주차는 상가 뒤편 메리어트호텔 주차장 입구로 들어 갑니다. 호텔과 같이 쓰는가 봐요 컨셉이 독특해요 표정을 눌러 반응을 남겨 보세요! 반응 남기기 2 명 방문일 1.18.토 2025년 1월 18일 토요일 1번째 방문 인증 수단 영수증', '미정정정 리뷰 872 사진 343 팔로우 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.11.22.금 2024년 11월 22일 금요일 1번째 방문 인증 수단 영수증', 'Do드림 리뷰 3,041 사진 7,331 팔로워 66 팔로우 귀여운 옷 많아요 볼거리가 많아요 반응 남기기 방문일 24.11.19.화 2024년 11월 19일 화요일 1번째 방문 인증 수단 영수증', '최강태웅 리뷰 1,235 팔로우 ㅣ 볼거리가 많아요 반응 남기기 방문일 24.7.5.금 2024년 7월 5일 금요일 9번째 방문 인증 수단 영수증', '혈92 리뷰 122 사진 87 팔로우 언제나 사람 많은 동대문에 에어컨도 잘 되어 있고.. 그런데 길찾기 넘 힘들고^^; 주차는 그럭저럭.. 엘베 타고 옥외주차 해야되서 큰차는 주차할때 살짝 겁남.. 땡볕주차라 다시 타고 나올때 개덥..! 주차비도 비쌈 ㅠㅠ 구입해도 주차할인은 없음 더보기 방문객이 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 6 명 방문일 23.8.21.월 2023년 8월 21일 월요일 1번째 방문 인증 수단 영수증', 'ㅇㄹ6075 리뷰 1,562 사진 472 팔로우 굿 친절해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.8.21.월 2023년 8월 21일 월요일 1번째 방문 인증 수단 영수증', 'miumiwoo 리뷰 1,185 사진 8 팔로우 ㅡ 친절해요 반응 남기기 방문일 23.7.26.수 2023년 7월 26일 수요일 1번째 방문 인증 수단 영수증', '찐이야jin 리뷰 2,253 사진 903 팔로워 17 팔로우 주차 30분에 3000원 주차하기 편해요 반응 남기기 4 명 방문일 23.2.24.금 2023년 2월 24일 금요일 1번째 방문 인증 수단 영수증', '8mycake 리뷰 2,545 사진 5 팔로우 ㅇㅇ 반응 남기기 방문일 23.2.23.목 2023년 2월 23일 목요일 3번째 방문 인증 수단 영수증', '날마다 조은날 리뷰 2,678 사진 1,850 팔로워 46 팔로우 ?????????? 친절해요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 1 명 방문일 23.2.15.수 2023년 2월 15일 수요일 1번째 방문 인증 수단 영수증']"
종로구 동대문종합시장D동상가,,[]
종로구 동대문종합시장 신관,,[]
종로구 동문시장㈜,4.46,"['lIIllIlIIlllIIl 리뷰 214 사진 8 팔로우 예티담요 졸귀ㅋㅋ 가성비가 좋아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.4.21.금 2023년 4월 21일 금요일 1번째 방문 인증 수단 영수증', 'fre**** 리뷰 104 사진 1 팔로우 아이 운동화 저렴히 사서 편하서 잘 신고 다녀요 반응 남기기 방문일 22.3.14.월 2022년 3월 14일 월요일 1번째 방문 인증 수단 영수증', '슈슈슈아 리뷰 114 사진 11 팔로우 굿 반응 남기기 방문일 22.1.7.금 2022년 1월 7일 금요일 1번째 방문 인증 수단 영수증', '00**** 리뷰 207 사진 1 팔로우 별점 5 점 아들신발 구입했고 품질 만족합니다. 반응 남기기 방문일 21.2.6.토 2021년 2월 6일 토요일 1번째 방문 인증 수단 영수증', '둥글게9063 리뷰 391 사진 3 팔로우 별점 5 점 좋아요 반응 남기기 방문일 20.11.6.금 2020년 11월 6일 금요일 1번째 방문 인증 수단 영수증', '따구카니 리뷰 1,064 사진 460 팔로워 1 팔로우 별점 5 점 엄청 마니샀어요ㅎㅎㅎ 반응 남기기 방문일 20.8.22.토 2020년 8월 22일 토요일 1번째 방문 인증 수단 영수증', 'gkd**** 리뷰 332 사진 7 팔로우 별점 4 점 ㄱ 반응 남기기 방문일 20.6.3.수 2020년 6월 3일 수요일 1번째 방문 인증 수단 영수증', '예반 리뷰 152 사진 33 팔로우 별점 2.5 점 비싸요 반응 남기기 방문일 20.5.15.금 2020년 5월 15일 금요일 1번째 방문 인증 수단 영수증']"
종로구 통인시장,,"['Sky행복천사3742 리뷰 2,590 사진 972 팔로워 67 팔로우 통인시장 구경 ~~점심 먹고 청와대 관람 하는걸로 했음 ~~어머 근데 엽전으로 구입해서 음식을 구입  ~~그런것은 조으나 조금 흠이라고 하는것이 상인들중에는  좀불친절 인상 팍팍 참 외국인들도 많이오시는곳인것같은데 어찌 인상을 쓰고 그럴까 요 음식구입하면서 별로 좋다는생각은안듬먹거리시장이긴하된  먹ㅐ리 도 그리안많음 더보기 친절해요 반응 남기기 방문일 5.31.토 2025년 5월 31일 토요일 1번째 방문 인증 수단 영수증', '류샤 리뷰 37 사진 49 팔로우 통인시장 안에 있는 숨은 맛집이네요!! 소보로덮밥도 고소하고 맛있고 육회 비빔우동은 여름에 먹기 시원하고 맛있어용!!?? 볼거리가 많아요 +3 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 5.16.금 2025년 5월 16일 금요일 1번째 방문 인증 수단 영수증', '진무우 리뷰 1,133 사진 173 팔로우 굿 컨셉이 독특해요 반응 남기기 방문일 4.13.일 2025년 4월 13일 일요일 1번째 방문 인증 수단 영수증', 'ㅅㅈㅇ77 리뷰 758 사진 205 팔로워 13 팔로우 처음 가봤는데 엽전도시락 재밌었어요 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 3.22.토 2025년 3월 22일 토요일 1번째 방문 인증 수단 영수증', '단빹팡 리뷰 372 사진 715 팔로워 23 팔로우 원래 이것저것 쪼끔씩 먹어보는걸 좋아하는데 통인시장이 딱 그렇더라고요 서울 나들이 온 김에 남편이랑 방문해봤습니다ㅎㅎㅎ 컨셉 독특하게 잘 살렸고 외국인한테도 매력적인 관광지가 될 수 있다고 생각했는데 맛은..그렇지는 않은 것 같아요 맛있는거는 여기서 만두 타코야끼 김밥정도였습니다..음식이 대체로 식어있는데 데워주기만해도 좋을거같아요?? 더보기 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 표정을 눌러 반응을 남겨 보세요! 반응 남기기 1 명 방문일 2.22.토 2025년 2월 22일 토요일 1번째 방문 인증 수단 영수증', '아메바씨 리뷰 1,747 사진 1,118 팔로워 46 테마 6 팔로우 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 2.13.목 2025년 2월 13일 목요일 1번째 방문 인증 수단 영수증', 'jucksweat 리뷰 990 사진 289 팔로우 재미삼아 골라먹는 맛이네요~ 애들은 좋아할듯. 기름떡볶이는 제 취향은 아니었어요.. 전 기름맛 텁텁한 고춧가루맛인데.. 떡꼬치 생각하고 먹었더니 그런듯. 닭강정은 맛나네요~ 더보기 컨셉이 독특해요 반응 남기기 방문일 1.18.토 2025년 1월 18일 토요일 1번째 방문 인증 수단 영수증', 'lae**** 리뷰 851 사진 84 팔로우 엽전으로 바꿔서 재미나게 장볼수있어요. 먹거리가 다 맛있진않지만 한번쯤 경험하기 좋아요 컨셉이 독특해요 반응 남기기 방문일 1.17.금 2025년 1월 17일 금요일 1번째 방문 인증 수단 영수증', '오늘의리뷰는 리뷰 3,226 사진 2,342 팔로워 157 테마 7 팔로우 굿굿 볼거리가 많아요 반응 남기기 방문일 1.17.금 2025년 1월 17일 금요일 1번째 방문 인증 수단 영수증', 'yeb**** 리뷰 1,649 사진 21 팔로우 좋아요 컨셉이 독특해요 반응 남기기 방문일 1.12.일 2025년 1월 12일 일요일 1번째 방문 인증 수단 영수증']"
